id,target
38731,0.10100048817421817
38732,0.027357736125290417
38733,0.022145286825931455
38734,0.0172585899024479
38735,0.14565125958761313
38736,0.03450149041842549
38737,0.05158022830812346
38738,0.059982920790318785
38739,0.04056216644195862
38740,0.027895942111833393
38741,0.10104395760805007
38742,0.05544087446959862
38743,0.006121165517582637
38744,0.010165701405038119
38745,0.015589855889026063
38746,0.012198194318436661
38747,0.01860913747925068
38748,0.004751733322936443
38749,0.003493991675783853
38750,0.023058332828082517
38751,0.022500005756937575
38752,0.004174046690663003
38753,0.0228465469247708
38754,0.012406031722961078
38755,0.013299105339097103
38756,0.0379284810387866
38757,0.016148979365172206
38758,0.03859448723487151
38759,0.004970877521173916
38760,0.014646359398065373
38761,0.022231711864997065
38762,0.023709871645312
38763,0.04916905612083029
38764,0.008932326948854893
38765,0.012566215160060797
38766,0.0349657796812139
38767,0.0558197524814449
38768,0.006324462866289119
38769,0.006762653959310137
38770,0.006822015409781512
38771,0.041021175963974706
38772,0.06819394257791986
38773,0.0239671367852569
38774,0.014934708817441321
38775,0.005270978214399674
38776,0.007431270509040112
38777,0.03960656944461784
38778,0.01768064382183721
38779,0.011291123953166022
38780,0.00433296206248464
38781,0.021154807132917945
38782,0.00811520257757204
38783,0.04881809093880531
38784,0.00835170286000775
38785,0.006903505937431346
38786,0.0662153558714947
38787,0.029402558387464525
38788,0.00900750284079485
38789,0.014793897502951823
38790,0.006742361020469541
38791,0.03536282791896191
38792,0.024912348940355693
38793,0.09949635862037887
38794,0.006495420375496107
38795,0.014309380728167098
38796,0.02908685395965263
38797,0.01292872810260461
38798,0.014718997426265725
38799,0.013783457868364322
38800,0.029128575182409945
38801,0.006811681617296504
38802,0.12116740610846531
38803,0.003148519897882869
38804,0.005254314139700849
38805,0.0031253114069976647
38806,0.09370628303693868
38807,0.051184283735580524
38808,0.002842130074860916
38809,0.004475522646648736
38810,0.009768215609847232
38811,0.030006170663456493
38812,0.013091679432457622
38813,0.009094813127391048
38814,0.022178591561328224
38815,0.09317220290932014
38816,0.027797735056855073
38817,0.00831493282357676
38818,0.007372693902160669
38819,0.011446409515113472
38820,0.00305023877823513
38821,0.14309330700187134
38822,0.014860024285808007
38823,0.03771561699917665
38824,0.029751214082459274
38825,0.018205981637575055
38826,0.004852417740143992
38827,0.00861490592864396
38828,0.01628603745406981
38829,0.03668380533272261
38830,0.004279465025317072
38831,0.02524725646979184
38832,0.025983335497413787
38833,0.006756864624842452
38834,0.015245459285877516
38835,0.009509036503098145
38836,0.04622850661295615
38837,0.004932452275569498
38838,0.01647783244684495
38839,0.029122463476455744
38840,0.05578404833198433
38841,0.07928007388003236
38842,0.06281813274389277
38843,0.00823099612722755
38844,0.10202548754005042
38845,0.004925294268156055
38846,0.010328964668886331
38847,0.03140471663935582
38848,0.008787292204306414
38849,0.010702306777147817
38850,0.01406035310629415
38851,0.012214515746353686
38852,0.01870921713256988
38853,0.03783238392068569
38854,0.010964472023232363
38855,0.008484013498422894
38856,0.027375470721490897
38857,0.02414410413685852
38858,0.0026196968642590713
38859,0.04830355317090954
38860,0.0034800660446951967
38861,0.0050496676112552884
38862,0.04810680585047225
38863,0.021615556507563825
38864,0.022237446424777606
38865,0.012918167464844043
38866,0.010332605518988897
38867,0.012781943801010191
38868,0.002048112928725249
38869,0.024805508068188382
38870,0.02108015626726122
38871,0.009869949905543636
38872,0.05101063740030291
38873,0.011735542361755955
38874,0.02777322937143797
38875,0.005161019995842728
38876,0.02162503827141781
38877,0.0016825409423658294
38878,0.021692815946276884
38879,0.01780967831455358
38880,0.008403055516673995
38881,0.008771122437379757
38882,0.004403720798719858
38883,0.005908826646511342
38884,0.006901125919827672
38885,0.015361890605752295
38886,0.023446772606107828
38887,0.004492285215894713
38888,0.0071001845230482
38889,0.009177647979094098
38890,0.015944895732705522
38891,0.007495630278149681
38892,0.03256308823370177
38893,0.01286419068488978
38894,0.005633003061441784
38895,0.023869747238047866
38896,0.011778028069558176
38897,0.004195243751338833
38898,0.007603945513420582
38899,0.004117854902491738
38900,0.03928162459248144
38901,0.034966326044243844
38902,0.01970857524686075
38903,0.007080118127953051
38904,0.003424807449239925
38905,0.0097559538150535
38906,0.0036980996698132915
38907,0.012168474851728
38908,0.019620822005535454
38909,0.11227214808722398
38910,0.001998231735097831
38911,0.02155895486265259
38912,0.009668181992248606
38913,0.007282594169960855
38914,0.03586914830585197
38915,0.02826921164739164
38916,0.041782509758679406
38917,0.006255261916490043
38918,0.036318793414126714
38919,0.02783006086965972
38920,0.006277448483984828
38921,0.007866663769524055
38922,0.014895849818306028
38923,0.012271071869178569
38924,0.03598319489665546
38925,0.018829853716710327
38926,0.11494231680739894
38927,0.018877725504905914
38928,0.004517343805220671
38929,0.010075106097508278
38930,0.009196252983336206
38931,0.004830525204638025
38932,0.015390013932099263
38933,0.011392861711592539
38934,0.012389960488279454
38935,0.012171430067696005
38936,0.011196002421750784
38937,0.010757762593523889
38938,0.010217121899286283
38939,0.004030183611489082
38940,0.03514768370268695
38941,0.008957526552872077
38942,0.008592660331065918
38943,0.039282137583796777
38944,0.00960369792106376
38945,0.043439562264499305
38946,0.012382191623008623
38947,0.00820217033701698
38948,0.0398174483091826
38949,0.0036103072921234956
38950,0.010060867295627933
38951,0.0602819736568918
38952,0.023867583981441686
38953,0.02623863709108716
38954,0.03397918509641171
38955,0.003303680792234966
38956,0.006478269282282344
38957,0.01635709023899517
38958,0.008479482922769324
38959,0.006844129894167541
38960,0.006204146397302518
38961,0.028613605257936756
38962,0.03919131804108994
38963,0.006271167652461999
38964,0.033776665935347595
38965,0.007521781930367474
38966,0.11202586537649291
38967,0.02912957792477609
38968,0.004946251430153925
38969,0.002338246053301741
38970,0.004736010060275984
38971,0.009717797816710711
38972,0.02720574293666067
38973,0.029126167650254556
38974,0.00407002202557967
38975,0.006325773499094435
